Away Team,City,Home Team,Match Date,Match ID,Match Referee,Player Of Match,Season,Team Gender,Toss Decision,Toss Winner,TV Umpire,Umpire,Venue,Winner,Number of Records,Winner Runs
Sri Lanka,Christchurch,New Zealand,03-01-2006,226391,AG Hurst,WU Tharanga,2005/06,male,field,New Zealand,AL Hill,"GAV Baxter,DB Hair",Jade Stadium,New Zealand,1,
Sri Lanka,Wellington,New Zealand,06-01-2006,226392,AG Hurst,JS Patel,2005/06,male,bat,New Zealand,EA Watkin,"DB Hair,AL Hill",Westpac Stadium,New Zealand,1,21
South Africa,Brisbane,Australia,09-01-2006,226374,RG Archer,DR Martyn,2005/06,male,bat,Australia,NS McNamara,"BNJ Oxenford,RL Parry","""Brisbane Cricket Ground",Australia,1,95
South Africa,Brisbane,Australia,15-01-2006,226375,JJ Crowe,SM Pollock,2005/06,male,bat,Australia,DJ Harper,"Aleem Dar,SJA Taufel","""Brisbane Cricket Ground",South Africa,1,
Sri Lanka,Brisbane,South Africa,17-01-2006,226383,JJ Crowe,KC Sangakkara,2005/06,male,field,South Africa,PD Parker,"Aleem Dar,DJ Harper","""Brisbane Cricket Ground",Sri Lanka,1,94
South Africa,Melbourne,Australia,20-01-2006,226376,JJ Crowe,B Lee,2005/06,male,bat,Australia,PD Parker,"MR Benson,DJ Harper",Docklands Stadium,Australia,1,59
Sri Lanka,,Australia,22-01-2006,226380,JJ Crowe,ST Jayasuriya,2005/06,male,bat,Sri Lanka,RL Parry,"MR Benson,SJ Davis",Sydney Cricket Ground,Sri Lanka,1,51
Sri Lanka,,South Africa,24-01-2006,226384,JJ Crowe,HH Dippenaar,2005/06,male,bat,South Africa,SJ Davis,"Aleem Dar,DJ Harper",Adelaide Oval,South Africa,1,9
Sri Lanka,,Australia,26-01-2006,226381,JJ Crowe,A Symonds,2005/06,male,bat,Sri Lanka,RL Parry,"Aleem Dar,SJ Davis",Adelaide Oval,Australia,1,
Sri Lanka,Perth,Australia,29-01-2006,226382,JJ Crowe,AC Gilchrist,2005/06,male,bat,Sri Lanka,RL Parry,"MR Benson,PD Parker",Western Australia Cricket Association Ground,Australia,1,
Sri Lanka,Perth,South Africa,31-01-2006,226385,JJ Crowe,GC Smith,2005/06,male,bat,Sri Lanka,RL Parry,"MR Benson,PD Parker",Western Australia Cricket Association Ground,South Africa,1,
South Africa,Melbourne,Australia,03-02-2006,226377,JJ Crowe,MEK Hussey,2005/06,male,bat,Australia,RL Parry,"Aleem Dar,PD Parker",Docklands Stadium,Australia,1,80
South Africa,,Australia,05-02-2006,226378,JJ Crowe,AC Gilchrist,2005/06,male,bat,Australia,RL Parry,"Aleem Dar,PD Parker",Sydney Cricket Ground,Australia,1,57
India,Peshawar,Pakistan,06-02-2006,235831,BC Broad,Salman Butt,2005/06,male,field,Pakistan,Zameer Haider,"Asad Rauf,SJA Taufel",Arbab Niaz Stadium,Pakistan,1,7
Sri Lanka,Hobart,South Africa,07-02-2006,226386,JJ Crowe,HMCM Bandara,2005/06,male,bat,Sri Lanka,RL Parry,"MR Benson,DJ Harper",Bellerive Oval,Sri Lanka,1,76
Sri Lanka,,Australia,10-02-2006,236358,JJ Crowe,KC Sangakkara,2005/06,male,bat,Sri Lanka,RL Parry,"Aleem Dar,DJ Harper",Adelaide Oval,Sri Lanka,1,22
India,,Pakistan,11-02-2006,236520,BC Broad,IK Pathan,2005/06,male,bat,Pakistan,Zameer Haider,"Asad Rauf,SJA Taufel",Rawalpindi Cricket Stadium,India,1,
Sri Lanka,,Australia,12-02-2006,236595,JJ Crowe,A Symonds,2005/06,male,bat,Australia,DJ Harper,"MR Benson,PD Parker",Sydney Cricket Ground,Australia,1,167
India,Lahore,Pakistan,13-02-2006,236809,BC Broad,MS Dhoni,2005/06,male,field,India,Zameer Haider,"Asad Rauf,SJA Taufel",Gaddafi Stadium,India,1,
Sri Lanka,Brisbane,Australia,14-02-2006,236963,JJ Crowe,AC Gilchrist,2005/06,male,bat,Sri Lanka,PD Parker,"Aleem Dar,DJ Harper","""Brisbane Cricket Ground",Australia,1,
India,,Pakistan,16-02-2006,237222,BC Broad,RP Singh,2005/06,male,field,India,Zameer Haider,"Asad Rauf,SA Bucknor",Multan Cricket Stadium,India,1,
West Indies,Auckland,New Zealand,16-02-2006,237242,MJ Procter,DR Smith,2005/06,male,field,New Zealand,BG Frost,"BF Bowden,AL Hill",Eden Park,,1,
West Indies,Wellington,New Zealand,18-02-2006,237568,MJ Procter,NJ Astle,2005/06,male,bat,New Zealand,EA Watkin,"AL Hill,RE Koertzen",Westpac Stadium,New Zealand,1,81
India,Karachi,Pakistan,19-02-2006,237571,BC Broad,Yuvraj Singh,2005/06,male,field,India,Asad Rauf,"Aleem Dar,SA Bucknor",National Stadium,India,1,
Sri Lanka,Bogra,Bangladesh,20-02-2006,237574,AG Hurst,PDRL Perera,2005/06,male,bat,Bangladesh,Nadir Shah,"K Hariharan,Mahbubur Rahman",Shaheed Chandu Stadium,Sri Lanka,1,
Sri Lanka,Bogra,Bangladesh,22-02-2006,238169,AG Hurst,Aftab Ahmed,2005/06,male,field,Bangladesh,Nadir Shah,"K Hariharan,Mahbubur Rahman",Shaheed Chandu Stadium,Bangladesh,1,
West Indies,,New Zealand,22-02-2006,238176,MJ Procter,DL Vettori,2005/06,male,field,New Zealand,AL Hill,"BF Bowden,RE Koertzen",Queenstown Events Centre,New Zealand,1,
Australia,Johannesburg,South Africa,24-02-2006,238195,BC Broad,GC Smith,2005/06,male,bat,South Africa,BG Jerling,"M Erasmus,KH Hurter",New Wanderers Stadium,South Africa,1,2
West Indies,Christchurch,New Zealand,25-02-2006,238177,MJ Procter,NJ Astle,2005/06,male,bat,New Zealand,GAV Baxter,"BF Bowden,RE Koertzen",Jade Stadium,New Zealand,1,21
Sri Lanka,,Bangladesh,25-02-2006,238170,CH Lloyd,KC Sangakkara,2005/06,male,field,Bangladesh,Nadir Shah,"AFM Akhtaruddin,K Hariharan",Chittagong Divisional Stadium,Sri Lanka,1,78
Australia,Centurion,South Africa,26-02-2006,238196,BC Broad,GC Smith,2005/06,male,bat,Australia,KH Hurter,"BG Jerling,JW Lloyds",SuperSport Park,South Africa,1,
West Indies,Napier,New Zealand,01-03-2006,238178,MJ Procter,L Vincent,2005/06,male,field,West Indies,EA Watkin,"BF Bowden,RE Koertzen",McLean Park,New Zealand,1,91
Australia,Cape Town,South Africa,03-03-2006,238197,BC Broad,M Ntini,2005/06,male,bat,South Africa,BG Jerling,"KH Hurter,JW Lloyds",Newlands,South Africa,1,196
West Indies,Auckland,New Zealand,04-03-2006,238179,MJ Procter,DR Smith,2005/06,male,bat,New Zealand,BF Bowden,"DJ Harper,AL Hill",Eden Park,West Indies,1,
Australia,Port Elizabeth,South Africa,05-03-2006,238198,BC Broad,B Lee,2005/06,male,field,South Africa,KH Hurter,"BG Jerling,JW Lloyds",St George's Park,Australia,1,24
Australia,Durban,South Africa,10-03-2006,238199,BC Broad,HH Dippenaar,2005/06,male,bat,South Africa,BG Jerling,"KH Hurter,JW Lloyds",Kingsmead,Australia,1,
Australia,Johannesburg,South Africa,12-03-2006,238200,BC Broad,"HH Gibbs,RT Ponting",2005/06,male,bat,Australia,KH Hurter,"Aleem Dar,BG Jerling",New Wanderers Stadium,South Africa,1,
Pakistan,Colombo,Sri Lanka,17-03-2006,238213,AG Hurst,,2005/06,male,field,Sri Lanka,TH Wijewardene,"SJ Davis,EAR de Silva",R Premadasa Stadium,,1,
Pakistan,Colombo,Sri Lanka,19-03-2006,238214,AG Hurst,Abdul Razzaq,2005/06,male,field,Pakistan,PT Manuel,"SJ Davis,TH Wijewardene",R Premadasa Stadium,Pakistan,1,
Pakistan,Colombo,Sri Lanka,22-03-2006,238215,AG Hurst,Shahid Afridi,2005/06,male,field,Pakistan,PT Manuel,"SJ Davis,EAR de Silva",Sinhalese Sports Club Ground,Pakistan,1,
England,Delhi,India,28-03-2006,238188,RS Mahanama,Harbhajan Singh,2005/06,male,field,England,K Hariharan,"Asad Rauf,AV Jayaprakash",Feroz Shah Kotla,India,1,39
England,Faridabad,India,31-03-2006,238189,RS Mahanama,SK Raina,2005/06,male,bat,England,I Shivram,"Asad Rauf,AV Jayaprakash",Nahar Singh Stadium,India,1,
England,Margao,India,03-04-2006,238190,RS Mahanama,Yuvraj Singh,2005/06,male,bat,India,I Shivram,"Asad Rauf,K Hariharan","""Nehru Stadium",India,1,49
England,Jamshedpur,India,12-04-2006,238193,RS Mahanama,AJ Strauss,2005/06,male,bat,India,AV Jayaprakash,"K Hariharan,RE Koertzen",Keenan Stadium,England,1,
England,Indore,India,15-04-2006,238194,RS Mahanama,S Sreesanth,2005/06,male,field,India,I Shivram,"AV Jayaprakash,RE Koertzen",Maharani Usharaje Trust Cricket Ground,India,1,
Pakistan,Abu Dhabi,India,18-04-2006,244510,RS Mahanama,Younis Khan,2005/06,male,bat,India,TH Wijewardene,"BG Jerling,RE Koertzen",Sheikh Zayed Stadium,Pakistan,1,
Pakistan,Abu Dhabi,India,19-04-2006,244511,RS Mahanama,R Dravid,2005/06,male,bat,India,TH Wijewardene,"BG Jerling,RE Koertzen",Sheikh Zayed Stadium,India,1,51
Australia,,Bangladesh,23-04-2006,238173,JJ Crowe,AC Gilchrist,2005/06,male,bat,Bangladesh,Nadir Shah,"IL Howell,Mahbubur Rahman",Chittagong Divisional Stadium,Australia,1,
Australia,Fatullah,Bangladesh,26-04-2006,238174,JJ Crowe,A Symonds,2005/06,male,bat,Australia,Nadir Shah,"AFM Akhtaruddin,IL Howell",Narayanganj Osmani Stadium,Australia,1,67
Australia,Fatullah,Bangladesh,28-04-2006,238175,JJ Crowe,MJ Cosgrove,2005/06,male,bat,Bangladesh,AFM Akhtaruddin,"IL Howell,Nadir Shah",Narayanganj Osmani Stadium,Australia,1,
Zimbabwe,Antigua,West Indies,29-04-2006,239907,BC Broad,JE Taylor,2006,male,field,West Indies,SA Bucknor,"BF Bowden,BR Doctrove","""Antigua Recreation Ground",West Indies,1,
Zimbabwe,Antigua,West Indies,30-04-2006,239908,BC Broad,JE Taylor,2006,male,bat,West Indies,BR Doctrove,"BF Bowden,SA Bucknor","""Antigua Recreation Ground",West Indies,1,98
Zimbabwe,St Lucia,West Indies,10-05-2006,239911,BC Broad,CH Gayle,2006,male,bat,Zimbabwe,SA Bucknor,"BF Bowden,BR Doctrove","""Beausejour Stadium",West Indies,1,
Zimbabwe,Trinidad,West Indies,13-05-2006,239912,BC Broad,,2006,male,bat,West Indies,BR Doctrove,"BF Bowden,SA Bucknor","""Queen's Park Oval",,1,
Zimbabwe,Trinidad,West Indies,14-05-2006,239913,BC Broad,RR Sarwan,2006,male,bat,West Indies,SA Bucknor,"BF Bowden,BR Doctrove","""Queen's Park Oval",West Indies,1,104
India,Jamaica,West Indies,20-05-2006,239916,BC Broad,RR Sarwan,2006,male,field,India,NA Malcolm,"Asad Rauf,BR Doctrove","""Sabina Park",West Indies,1,1
India,St Kitts,West Indies,23-05-2006,239917,BC Broad,RR Sarwan,2006,male,bat,India,BR Doctrove,"Asad Rauf,SA Bucknor","""Warner Park",West Indies,1,
India,Trinidad,West Indies,26-05-2006,239918,BC Broad,DJ Bravo,2006,male,field,West Indies,SA Bucknor,"BR Doctrove,SJA Taufel","""Queen's Park Oval",West Indies,1,
India,Trinidad,West Indies,28-05-2006,239919,BC Broad,DJ Bravo,2006,male,field,India,BR Doctrove,"SA Bucknor,SJA Taufel","""Queen's Park Oval",West Indies,1,19
Sri Lanka,Southampton,England,15-06-2006,225271,CH Lloyd,ST Jayasuriya,2006,male,bat,Sri Lanka,PJ Hartley,"IJ Gould,NJ Llong",The Rose Bowl,Sri Lanka,1,2
Sri Lanka,London,England,17-06-2006,225250,CH Lloyd,WU Tharanga,2006,male,field,England,IJ Gould,"DB Hair,NJ Llong",Lord's,Sri Lanka,1,20
Sri Lanka,London,England,20-06-2006,225251,CH Lloyd,ST Jayasuriya,2006,male,bat,Sri Lanka,PJ Hartley,"IJ Gould,DB Hair",Kennington Oval,Sri Lanka,1,46
Sri Lanka,Chester-le-Street,England,24-06-2006,225252,CH Lloyd,DPMD Jayawardene,2006,male,bat,England,NJ Llong,"MR Benson,BR Doctrove",Riverside Ground,Sri Lanka,1,
Sri Lanka,Manchester,England,28-06-2006,225253,CH Lloyd,DPMD Jayawardene,2006,male,bat,Sri Lanka,MR Benson,"BR Doctrove,NJ Llong",Old Trafford,Sri Lanka,1,33
Sri Lanka,Leeds,England,01-07-2006,225254,CH Lloyd,ST Jayasuriya,2006,male,bat,England,IJ Gould,"MR Benson,BR Doctrove",Headingley,Sri Lanka,1,
Bangladesh,,Zimbabwe,06-08-2006,249207,MJ Procter,Shahriar Nafees,2006,male,bat,Zimbabwe,RB Tiffin,"KC Barbour,IL Howell",Harare Sports Club,Bangladesh,1,
India,Colombo,Sri Lanka,18-08-2006,256665,BC Broad,,2006,male,bat,India,TH Wijewardene,"BF Bowden,EAR de Silva",Sinhalese Sports Club Ground,,1,
Pakistan,Bristol,England,28-08-2006,225263,MJ Procter,Shahid Afridi,2006,male,bat,England,IJ Gould,"PJ Hartley,NJ Llong",County Ground,Pakistan,1,
Pakistan,Cardiff,England,30-08-2006,225245,MJ Procter,,2006,male,field,Pakistan,MR Benson,"BR Doctrove,IJ Gould",Sophia Gardens,,1,
Pakistan,London,England,02-09-2006,225246,MJ Procter,Shoaib Akhtar,2006,male,field,Pakistan,NJ Llong,"MR Benson,BR Doctrove",Lord's,Pakistan,1,
Pakistan,Southampton,England,05-09-2006,225247,MJ Procter,Younis Khan,2006,male,field,Pakistan,PJ Hartley,"BR Doctrove,NJ Llong",The Rose Bowl,Pakistan,1,
Pakistan,Nottingham,England,08-09-2006,225248,MJ Procter,IR Bell,2006,male,bat,Pakistan,IJ Gould,"MR Benson,DJ Harper",Trent Bridge,England,1,
Pakistan,Birmingham,England,10-09-2006,225249,MJ Procter,SI Mahmood,2006,male,field,England,NJ Llong,"IJ Gould,DJ Harper",Edgbaston,England,1,
West Indies,Kuala Lumpur,India,14-09-2006,256607,BC Broad,SR Tendulkar,2006/07,male,bat,India,AL Hill,"Asad Rauf,MR Benson",Kinrara Academy Oval,West Indies,1,29
Zimbabwe,Bloemfontein,South Africa,15-09-2006,255961,RS Mahanama,HH Dippenaar,2006/07,male,bat,Zimbabwe,IL Howell,"DJ Harper,BG Jerling",Goodyear Park,South Africa,1,
India,Kuala Lumpur,Australia,16-09-2006,256608,BC Broad,,2006/07,male,bat,Australia,Asad Rauf,"MR Benson,AL Hill",Kinrara Academy Oval,,1,
West Indies,Kuala Lumpur,Australia,18-09-2006,256610,BC Broad,MEK Hussey,2006/07,male,bat,Australia,MR Benson,"Asad Rauf,AL Hill",Kinrara Academy Oval,West Indies,1,
Zimbabwe,East London,South Africa,18-09-2006,259793,RS Mahanama,AJ Hall,2006/07,male,bat,Zimbabwe,BG Jerling,"DJ Harper,IL Howell",Buffalo Park,South Africa,1,
West Indies,Kuala Lumpur,India,20-09-2006,256612,BC Broad,Harbhajan Singh,2006/07,male,bat,India,Asad Rauf,"MR Benson,AL Hill",Kinrara Academy Oval,India,1,16
Zimbabwe,Potchefstroom,South Africa,20-09-2006,257470,RS Mahanama,MV Boucher,2006/07,male,bat,South Africa,KH Hurter,"DJ Harper,BG Jerling",Sedgars Park,South Africa,1,171
India,Kuala Lumpur,Australia,22-09-2006,256614,BC Broad,B Lee,2006/07,male,bat,Australia,AL Hill,"Asad Rauf,MR Benson",Kinrara Academy Oval,Australia,1,18
West Indies,Kuala Lumpur,Australia,24-09-2006,256615,BC Broad,B Lee,2006/07,male,bat,Australia,AL Hill,"Asad Rauf,MR Benson",Kinrara Academy Oval,Australia,1,127
Sri Lanka,Chandigarh,Bangladesh,07-10-2006,249739,MJ Procter,WU Tharanga,2006/07,male,field,Bangladesh,SJA Taufel,"SA Bucknor,DJ Harper","""Punjab Cricket Association Stadium",Sri Lanka,1,37
Zimbabwe,Ahmedabad,West Indies,08-10-2006,249740,JJ Crowe,CH Gayle,2006/07,male,bat,Zimbabwe,Aleem Dar,"MR Benson,RE Koertzen","""Sardar Patel Stadium",West Indies,1,
Zimbabwe,Ahmedabad,Sri Lanka,10-10-2006,249741,JJ Crowe,WU Tharanga,2006/07,male,bat,Sri Lanka,RE Koertzen,"Aleem Dar,Asad Rauf","""Sardar Patel Stadium",Sri Lanka,1,144
West Indies,Jaipur,Bangladesh,11-10-2006,249742,RS Madugalle,CH Gayle,2006/07,male,bat,Bangladesh,SA Bucknor,"BF Bowden,SJA Taufel",Sawai Mansingh Stadium,West Indies,1,
Zimbabwe,Jaipur,Bangladesh,13-10-2006,249743,RS Madugalle,Shahriar Nafees,2006/07,male,field,Zimbabwe,SJA Taufel,"SA Bucknor,DJ Harper",Sawai Mansingh Stadium,Bangladesh,1,101
West Indies,Mumbai,Sri Lanka,14-10-2006,249744,MJ Procter,MF Maharoof,2006/07,male,bat,West Indies,MR Benson,"Asad Rauf,RE Koertzen",Brabourne Stadium,Sri Lanka,1,
England,Jaipur,India,15-10-2006,249745,JJ Crowe,MM Patel,2006/07,male,field,India,BF Bowden,"DJ Harper,SJA Taufel",Sawai Mansingh Stadium,India,1,
South Africa,Mumbai,New Zealand,16-10-2006,249746,RS Madugalle,SP Fleming,2006/07,male,field,South Africa,RE Koertzen,"Aleem Dar,MR Benson",Brabourne Stadium,New Zealand,1,87
Sri Lanka,Jaipur,Pakistan,17-10-2006,249747,JJ Crowe,Abdul Razzaq,2006/07,male,bat,Sri Lanka,SA Bucknor,"BF Bowden,SJA Taufel",Sawai Mansingh Stadium,Pakistan,1,
West Indies,Mumbai,Australia,18-10-2006,249748,MJ Procter,RS Morton,2006/07,male,bat,West Indies,Aleem Dar,"MR Benson,RE Koertzen",Brabourne Stadium,West Indies,1,10
Sri Lanka,Mumbai,New Zealand,20-10-2006,249749,MJ Procter,M Muralitharan,2006/07,male,bat,New Zealand,MR Benson,"Aleem Dar,RE Koertzen",Brabourne Stadium,Sri Lanka,1,
England,Jaipur,Australia,21-10-2006,249750,JJ Crowe,DR Martyn,2006/07,male,field,Australia,DJ Harper,"BF Bowden,SA Bucknor",Sawai Mansingh Stadium,Australia,1,
Sri Lanka,Ahmedabad,South Africa,24-10-2006,249751,JJ Crowe,SM Pollock,2006/07,male,field,Sri Lanka,Aleem Dar,"DJ Harper,SJA Taufel","""Sardar Patel Stadium",South Africa,1,78
Pakistan,Chandigarh,New Zealand,25-10-2006,249752,RS Madugalle,SP Fleming,2006/07,male,field,Pakistan,BF Bowden,"MR Benson,RE Koertzen","""Punjab Cricket Association Stadium",New Zealand,1,51
West Indies,Ahmedabad,India,26-10-2006,249753,MJ Procter,S Chanderpaul,2006/07,male,field,West Indies,SJA Taufel,"Aleem Dar,DJ Harper","""Sardar Patel Stadium",West Indies,1,
South Africa,Chandigarh,Pakistan,27-10-2006,249754,RS Madugalle,M Ntini,2006/07,male,bat,South Africa,SA Bucknor,"MR Benson,BF Bowden","""Punjab Cricket Association Stadium",South Africa,1,124
West Indies,Ahmedabad,England,28-10-2006,249755,MJ Procter,CH Gayle,2006/07,male,bat,West Indies,Aleem Dar,"DJ Harper,SJA Taufel","""Sardar Patel Stadium",England,1,
Australia,Chandigarh,India,29-10-2006,249756,RS Madugalle,DR Martyn,2006/07,male,bat,India,MR Benson,"BF Bowden,SA Bucknor","""Punjab Cricket Association Stadium",Australia,1,
New Zealand,Chandigarh,Australia,01-11-2006,249757,MJ Procter,GD McGrath,2006/07,male,field,New Zealand,MR Benson,"SA Bucknor,RE Koertzen","""Punjab Cricket Association Stadium",Australia,1,34
West Indies,Jaipur,South Africa,02-11-2006,249758,JJ Crowe,CH Gayle,2006/07,male,bat,South Africa,DJ Harper,"Aleem Dar,SJA Taufel",Sawai Mansingh Stadium,West Indies,1,
West Indies,Mumbai,Australia,05-11-2006,249759,RS Madugalle,SR Watson,2006/07,male,bat,West Indies,BF Bowden,"Aleem Dar,RE Koertzen",Brabourne Stadium,Australia,1,
India,Durban,South Africa,22-11-2006,249211,BC Broad,JH Kallis,2006/07,male,bat,South Africa,BG Jerling,"BR Doctrove,IL Howell",Kingsmead,South Africa,1,157
India,Cape Town,South Africa,26-11-2006,249212,BC Broad,JM Kemp,2006/07,male,bat,South Africa,M Erasmus,"BR Doctrove,BG Jerling",Newlands,South Africa,1,106
India,Port Elizabeth,South Africa,29-11-2006,249213,BC Broad,HH Gibbs,2006/07,male,bat,South Africa,IL Howell,"BR Doctrove,BG Jerling",St George's Park,South Africa,1,80
India,Johannesburg,South Africa,01-12-2006,255954,BC Broad,KD Karthik,2006/07,male,bat,South Africa,KH Hurter,"IL Howell,BG Jerling",New Wanderers Stadium,India,1,
India,Centurion,South Africa,03-12-2006,249214,BC Broad,SM Pollock,2006/07,male,field,South Africa,KH Hurter,"BR Doctrove,IL Howell",SuperSport Park,South Africa,1,
Zimbabwe,Bogra,Bangladesh,03-12-2006,264068,RS Madugalle,SC Williams,2006/07,male,field,Bangladesh,Ziaul Islam,"Enamul Haque,Nadeem Ghauri",Shaheed Chandu Stadium,Bangladesh,1,
Zimbabwe,Bogra,Bangladesh,05-12-2006,264069,RS Madugalle,Abdur Razzak,2006/07,male,field,Zimbabwe,Ziaul Islam,"Enamul Haque,SL Shastri",Shaheed Chandu Stadium,Bangladesh,1,26
West Indies,Faisalabad,Pakistan,07-12-2006,257769,AG Hurst,Inzamam-ul-Haq,2006/07,male,field,Pakistan,Zameer Haider,"Aleem Dar,DJ Harper",Iqbal Stadium,Pakistan,1,
Zimbabwe,Mirpur,Bangladesh,08-12-2006,264070,RS Madugalle,Aftab Ahmed,2006/07,male,field,Bangladesh,Ziaul Islam,"Nadeem Ghauri,Nadir Shah",Shere Bangla National Stadium,Bangladesh,1,
Zimbabwe,Mirpur,Bangladesh,09-12-2006,264071,RS Madugalle,GB Brent,2006/07,male,field,Bangladesh,Ziaul Islam,"Nadir Shah,SL Shastri",Shere Bangla National Stadium,Bangladesh,1,
West Indies,Lahore,Pakistan,10-12-2006,257770,AG Hurst,Naved-ul-Hasan,2006/07,male,field,Pakistan,Zameer Haider,"Asad Rauf,NJ Llong",Gaddafi Stadium,Pakistan,1,
West Indies,,Pakistan,13-12-2006,257771,AG Hurst,MN Samuels,2006/07,male,bat,Pakistan,Riazuddin,"NJ Llong,Zameer Haider",Multan Cricket Stadium,West Indies,1,
West Indies,Karachi,Pakistan,16-12-2006,257772,AG Hurst,Naved-ul-Hasan,2006/07,male,field,Pakistan,Riazuddin,"Asad Rauf,NJ Llong",National Stadium,Pakistan,1,
Sri Lanka,Wellington,New Zealand,22-12-2006,251487,J Srinath,ST Jayasuriya,2006/07,male,bat,New Zealand,GAV Baxter,"AL Hill,EA Watkin",Westpac Stadium,Sri Lanka,1,18
Sri Lanka,Auckland,New Zealand,26-12-2006,251488,J Srinath,JEC Franklin,2006/07,male,field,New Zealand,GAV Baxter,"BF Bowden,AL Hill",Eden Park,New Zealand,1,
Sri Lanka,Napier,New Zealand,28-12-2006,251489,J Srinath,ST Jayasuriya,2006/07,male,bat,New Zealand,EA Watkin,"SJ Davis,AL Hill",McLean Park,Sri Lanka,1,
Sri Lanka,Christchurch,New Zealand,02-01-2007,251491,J Srinath,MJ Mason,2006/07,male,field,New Zealand,GAV Baxter,"SJ Davis,AL Hill",Jade Stadium,New Zealand,1,
Sri Lanka,Auckland,New Zealand,06-01-2007,251492,J Srinath,ST Jayasuriya,2006/07,male,bat,Sri Lanka,AL Hill,"GAV Baxter,SJ Davis",Eden Park,Sri Lanka,1,189
England,,Australia,09-01-2007,249227,RS Madugalle,CL White,2006/07,male,bat,Australia,RJ Tucker,"PD Parker,RL Parry",Sydney Cricket Ground,Australia,1,77
England,,Australia,12-01-2007,249232,RS Madugalle,AC Gilchrist,2006/07,male,bat,England,RL Parry,"IL Howell,SJA Taufel",Melbourne Cricket Ground,Australia,1,
New Zealand,Hobart,Australia,14-01-2007,249228,RS Madugalle,A Symonds,2006/07,male,bat,Australia,SJ Davis,"Asad Rauf,DJ Harper",Bellerive Oval,Australia,1,105
New Zealand,Hobart,England,16-01-2007,249236,RS Madugalle,A Flintoff,2006/07,male,bat,New Zealand,DJ Harper,"Asad Rauf,SJ Davis",Bellerive Oval,England,1,
England,Brisbane,Australia,19-01-2007,249233,RS Madugalle,MEK Hussey,2006/07,male,bat,England,RL Parry,"DJ Harper,IL Howell","""Brisbane Cricket Ground",Australia,1,
New Zealand,,Australia,21-01-2007,249229,RS Madugalle,MJ Clarke,2006/07,male,bat,New Zealand,RL Parry,"Asad Rauf,SJA Taufel",Sydney Cricket Ground,Australia,1,
New Zealand,,England,23-01-2007,249237,RS Madugalle,JDP Oram,2006/07,male,bat,New Zealand,SJ Davis,"DJ Harper,IL Howell",Adelaide Oval,New Zealand,1,90
England,,Australia,26-01-2007,249234,RS Madugalle,MG Johnson,2006/07,male,bat,England,DJ Harper,"SJ Davis,IL Howell",Adelaide Oval,Australia,1,
West Indies,Chennai,India,27-01-2007,267708,AG Hurst,MN Samuels,2006/07,male,field,West Indies,GA Pratapkumar,"BF Bowden,SL Shastri","""MA Chidambaram Stadium",West Indies,1,
New Zealand,Perth,Australia,28-01-2007,249230,RS Madugalle,RT Ponting,2006/07,male,bat,Australia,SJ Davis,"Asad Rauf,SJA Taufel",Western Australia Cricket Association Ground,Australia,1,8
New Zealand,Perth,England,30-01-2007,249238,RS Madugalle,L Vincent,2006/07,male,bat,New Zealand,SJA Taufel,"Asad Rauf,SJ Davis",Western Australia Cricket Association Ground,New Zealand,1,58
West Indies,Vadodara,India,31-01-2007,267709,AG Hurst,SR Tendulkar,2006/07,male,field,West Indies,SL Shastri,"BF Bowden,AM Saheba",Indian Petrochemicals Corporation Limited Sports Complex Ground,India,1,160
England,,Australia,02-02-2007,249235,MJ Procter,EC Joyce,2006/07,male,bat,England,RL Parry,"DJ Harper,IL Howell",Sydney Cricket Ground,England,1,92
New Zealand,,Australia,04-02-2007,249231,MJ Procter,RT Ponting,2006/07,male,bat,New Zealand,RL Parry,"Asad Rauf,SJ Davis",Melbourne Cricket Ground,Australia,1,
Pakistan,Centurion,South Africa,04-02-2007,250668,BC Broad,JH Kallis,2006/07,male,field,Pakistan,KH Hurter,"RE Koertzen,PD Parker",SuperSport Park,South Africa,1,164
New Zealand,Brisbane,England,06-02-2007,249239,MJ Procter,PD Collingwood,2006/07,male,bat,England,RL Parry,"DJ Harper,IL Howell","""Brisbane Cricket Ground",England,1,14
Pakistan,Durban,South Africa,07-02-2007,250669,BC Broad,Younis Khan,2006/07,male,bat,Pakistan,RE Koertzen,"SA Bucknor,BG Jerling",Kingsmead,Pakistan,1,141
Sri Lanka,Kolkata,India,08-02-2007,267710,AG Hurst,,2006/07,male,field,India,GA Pratapkumar,"SL Shastri,SJA Taufel",Eden Gardens,,1,
England,,Australia,09-02-2007,249240,MJ Procter,PD Collingwood,2006/07,male,bat,Australia,RL Parry,"Asad Rauf,DJ Harper",Melbourne Cricket Ground,England,1,
Pakistan,Port Elizabeth,South Africa,09-02-2007,250670,BC Broad,,2006/07,male,bat,Pakistan,BG Jerling,"SA Bucknor,RE Koertzen",St George's Park,,1,
England,,Australia,11-02-2007,249241,MJ Procter,,2006/07,male,bat,England,DJ Harper,"SJ Davis,IL Howell",Sydney Cricket Ground,England,1,34
Pakistan,Cape Town,South Africa,11-02-2007,250671,BC Broad,SM Pollock,2006/07,male,field,South Africa,M Erasmus,"BG Jerling,RB Tiffin",Newlands,South Africa,1,
Sri Lanka,Rajkot,India,11-02-2007,267712,AG Hurst,KC Sangakkara,2006/07,male,field,India,GA Pratapkumar,"SL Shastri,SJA Taufel",Madhavrao Scindia Cricket Ground,Sri Lanka,1,5
