Away Team,City,Home Team,Match Date,Match ID,Match Referee,Player Of Match,Season,Team Gender,Toss Decision,Toss Winner,TV Umpire,Umpire,Venue,Winner,Number of Records,Winner Runs
South Africa,Leeds,England,22-08-2008,296914,RS Mahanama,KP Pietersen,2008,male,bat,England,NJ Llong,"IJ Gould,SJA Taufel",Headingley,England,1,20
India,Colombo,Sri Lanka,24-08-2008,343734,BC Broad,MS Dhoni,2008,male,bat,India,MG Silva,"BR Doctrove,TH Wijewardene",R Premadasa Stadium,India,1,33
South Africa,Nottingham,England,26-08-2008,296915,RS Mahanama,SCJ Broad,2008,male,bat,South Africa,NJ Llong,"MR Benson,SJA Taufel",Trent Bridge,England,1,
India,Colombo,Sri Lanka,27-08-2008,366341,BC Broad,SK Raina,2008,male,bat,India,TH Wijewardene,"BR Doctrove,MG Silva",R Premadasa Stadium,India,1,46
India,Colombo,Sri Lanka,29-08-2008,343736,BC Broad,KMDN Kulasekara,2008,male,bat,Sri Lanka,MG Silva,"BR Doctrove,TH Wijewardene",R Premadasa Stadium,Sri Lanka,1,112
South Africa,London,England,29-08-2008,296916,RS Mahanama,SR Patel,2008,male,field,South Africa,PJ Hartley,"NJ Llong,SJA Taufel",Kennington Oval,England,1,126
Bangladesh,Darwin,Australia,30-08-2008,336201,J Srinath,MEK Hussey,2008,male,field,Bangladesh,BNJ Oxenford,"PD Parker,AM Saheba",Marrara Cricket Ground,Australia,1,180
South Africa,London,England,31-08-2008,296917,RS Mahanama,A Flintoff,2008,male,field,England,IJ Gould,"MR Benson,SJA Taufel",Lord's,England,1,
Bangladesh,Darwin,Australia,03-09-2008,336202,J Srinath,SE Marsh,2008,male,bat,Bangladesh,RJ Tucker,"BNJ Oxenford,AM Saheba",Marrara Cricket Ground,Australia,1,
South Africa,Cardiff,England,03-09-2008,296918,RS Mahanama,,2008,male,field,England,RA Kettleborough,"NJ Llong,SJA Taufel",Sophia Gardens,,1,
Bangladesh,Darwin,Australia,06-09-2008,336204,J Srinath,Tamim Iqbal,2008,male,bat,Australia,RJ Tucker,"PD Parker,AM Saheba",Marrara Cricket Ground,Australia,1,73
Australia,Bangalore,India,09-10-2008,345669,BC Broad,Z Khan,2008/09,male,bat,Australia,AM Saheba,"Asad Rauf,RE Koertzen",M Chinnaswamy Stadium,,1,
Sri Lanka,King City,Pakistan,11-10-2008,361656,JJ Crowe,Shoaib Malik,2008/09,male,field,Pakistan,K Shanthikumar,"K Bayney,MR Benson",Maple Leaf North-West Ground,Pakistan,1,
Sri Lanka,King City,Pakistan,13-10-2008,361660,JJ Crowe,ST Jayasuriya,2008/09,male,field,Sri Lanka,AR Maddela,"K Bayney,MR Benson",Maple Leaf North-West Ground,Sri Lanka,1,
Australia,Chandigarh,India,17-10-2008,345670,BC Broad,MS Dhoni,2008/09,male,bat,India,AM Saheba,"Asad Rauf,RE Koertzen","""Punjab Cricket Association Stadium",India,1,320
New Zealand,Mirpur,Bangladesh,25-10-2008,361759,J Srinath,DL Vettori,2008/09,male,field,Bangladesh,AFM Akhtaruddin,"EAR de Silva,DJ Harper",Shere Bangla National Stadium,,1,
Australia,Delhi,India,29-10-2008,345671,BC Broad,VVS Laxman,2008/09,male,bat,India,SL Shastri,"Aleem Dar,BF Bowden",Feroz Shah Kotla,,1,
Bangladesh,Johannesburg,South Africa,05-11-2008,350347,RS Mahanama,Abdur Razzak,2008/09,male,field,Bangladesh,IL Howell,"M Erasmus,BG Jerling",New Wanderers Stadium,South Africa,1,12
Australia,Nagpur,India,06-11-2008,345672,BC Broad,JJ Krejza,2008/09,male,bat,India,SL Shastri,"Aleem Dar,BF Bowden","""Vidarbha Cricket Association Stadium",India,1,172
Bangladesh,Potchefstroom,South Africa,07-11-2008,350348,RS Mahanama,DW Steyn,2008/09,male,bat,South Africa,IL Howell,"M Erasmus,NJ Llong",Senwes Park,South Africa,1,61
West Indies,Abu Dhabi,Pakistan,12-11-2008,374059,MJ Procter,CH Gayle,2008/09,male,bat,West Indies,DJ Harper,"MR Benson,SJ Davis",Sheikh Zayed Stadium,Pakistan,1,
West Indies,Abu Dhabi,Pakistan,14-11-2008,374060,MJ Procter,Sohail Tanvir,2008/09,male,bat,Pakistan,MR Benson,"SJ Davis,DJ Harper",Sheikh Zayed Stadium,Pakistan,1,24
England,Rajkot,India,14-11-2008,361043,RS Mahanama,Yuvraj Singh,2008/09,male,field,England,SL Shastri,"AM Saheba,RB Tiffin",Madhavrao Scindia Cricket Ground,India,1,158
England,Indore,India,17-11-2008,361044,RS Mahanama,Yuvraj Singh,2008/09,male,bat,India,SL Shastri,"AM Saheba,RB Tiffin",Maharani Usharaje Trust Cricket Ground,India,1,54
Bangladesh,Bloemfontein,South Africa,19-11-2008,350345,AG Hurst,GC Smith,2008/09,male,field,Bangladesh,M Erasmus,"SJ Davis,IJ Gould",OUTsurance Oval,South Africa,1,129
England,Kanpur,India,20-11-2008,361045,RS Mahanama,Harbhajan Singh,2008/09,male,bat,England,SL Shastri,"AM Saheba,RB Tiffin",Green Park,India,1,16
New Zealand,Brisbane,Australia,20-11-2008,351679,BC Broad,MG Johnson,2008/09,male,field,New Zealand,RJ Tucker,"BR Doctrove,RE Koertzen","""Brisbane Cricket Ground",Australia,1,149
Sri Lanka,,Zimbabwe,20-11-2008,375456,MJ Procter,M Muralitharan,2008/09,male,field,Sri Lanka,O Chirombe,"Aleem Dar,KC Barbour",Harare Sports Club,Sri Lanka,1,
Sri Lanka,,Zimbabwe,22-11-2008,375457,MJ Procter,BAW Mendis,2008/09,male,bat,Zimbabwe,O Chirombe,"Aleem Dar,KC Barbour",Harare Sports Club,Sri Lanka,1,
England,Bangalore,India,23-11-2008,361046,RS Mahanama,V Sehwag,2008/09,male,field,England,SK Tarapore,"DJ Harper,AM Saheba",M Chinnaswamy Stadium,India,1,19
Sri Lanka,,Zimbabwe,24-11-2008,375460,MJ Procter,H Masakadza,2008/09,male,field,Zimbabwe,KC Barbour,"Aleem Dar,RB Tiffin",Harare Sports Club,Sri Lanka,1,5
Bangladesh,Centurion,South Africa,26-11-2008,350346,AG Hurst,AG Prince,2008/09,male,bat,Bangladesh,BG Jerling,"SJ Davis,IJ Gould",SuperSport Park,South Africa,1,48
England,Cuttack,India,26-11-2008,361047,RS Mahanama,V Sehwag,2008/09,male,field,India,SK Tarapore,"DJ Harper,AM Saheba",Barabati Stadium,India,1,
New Zealand,,Australia,28-11-2008,351680,BC Broad,BJ Haddin,2008/09,male,bat,New Zealand,BNJ Oxenford,"BR Doctrove,RE Koertzen",Adelaide Oval,Australia,1,62
Sri Lanka,,Zimbabwe,30-11-2008,375462,MJ Procter,M Muralitharan,2008/09,male,field,Zimbabwe,TJ Tapfumaneyi,"KC Barbour,RB Tiffin",Harare Sports Club,Sri Lanka,1,19
England,Chennai,India,11-12-2008,361050,JJ Crowe,V Sehwag,2008/09,male,bat,England,SL Shastri,"BF Bowden,DJ Harper","""MA Chidambaram Stadium",India,1,
South Africa,Perth,Australia,17-12-2008,351681,RS Madugalle,AB de Villiers,2008/09,male,bat,Australia,PR Reiffel,"Aleem Dar,EAR de Silva",Western Australia Cricket Association Ground,South Africa,1,
England,Chandigarh,India,19-12-2008,361051,JJ Crowe,G Gambhir,2008/09,male,bat,India,SL Shastri,"Asad Rauf,DJ Harper","""Punjab Cricket Association Stadium",,1,
South Africa,,Australia,26-12-2008,351682,RS Madugalle,DW Steyn,2008/09,male,bat,Australia,BNJ Oxenford,"Aleem Dar,BR Doctrove",Melbourne Cricket Ground,South Africa,1,
West Indies,Auckland,New Zealand,26-12-2008,366707,J Srinath,CH Gayle,2008/09,male,bat,New Zealand,EA Watkin,"BF Bowden,AL Hill",Eden Park,,1,
West Indies,Hamilton,New Zealand,28-12-2008,366708,J Srinath,JD Ryder,2008/09,male,bat,New Zealand,AL Hill,"GAV Baxter,EA Watkin",Seddon Park,New Zealand,1,36
West Indies,,New Zealand,31-12-2008,366709,J Srinath,,2008/09,male,field,New Zealand,EA Watkin,"MR Benson,AL Hill",Queenstown Events Centre,,1,
South Africa,,Australia,03-01-2009,351683,RS Madugalle,PM Siddle,2008/09,male,bat,Australia,RJ Tucker,"BF Bowden,EAR de Silva",Sydney Cricket Ground,Australia,1,103
Sri Lanka,,Bangladesh,03-01-2009,378751,JJ Crowe,TM Dilshan,2008/09,male,bat,Sri Lanka,Nadir Shah,"SA Bucknor,NJ Llong",Chittagong Divisional Stadium,Sri Lanka,1,465
West Indies,Wellington,New Zealand,07-01-2009,366711,J Srinath,DL Vettori,2008/09,male,field,New Zealand,GAV Baxter,"MR Benson,AL Hill",Westpac Stadium,New Zealand,1,
Zimbabwe,Mirpur,Bangladesh,10-01-2009,378753,AG Hurst,E Chigumbura,2008/09,male,field,Bangladesh,AFM Akhtaruddin,"BR Doctrove,Nadir Shah",Shere Bangla National Stadium,Zimbabwe,1,38
South Africa,,Australia,11-01-2009,351694,RS Madugalle,DA Warner,2008/09,male,bat,Australia,PR Reiffel,"BNJ Oxenford,RJ Tucker",Melbourne Cricket Ground,Australia,1,52
South Africa,Brisbane,Australia,13-01-2009,351695,RS Madugalle,MEK Hussey,2008/09,male,bat,South Africa,BNJ Oxenford,"PR Reiffel,RJ Tucker","""Brisbane Cricket Ground",Australia,1,
Sri Lanka,Mirpur,Bangladesh,14-01-2009,378755,AG Hurst,Shakib Al Hasan,2008/09,male,field,Bangladesh,AFM Akhtaruddin,"BR Doctrove,Nadir Shah",Shere Bangla National Stadium,Bangladesh,1,
South Africa,,Australia,16-01-2009,351684,RS Madugalle,JA Morkel,2008/09,male,bat,Australia,RJ Tucker,"IJ Gould,BNJ Oxenford",Melbourne Cricket Ground,South Africa,1,
South Africa,Hobart,Australia,18-01-2009,351685,RS Madugalle,SE Marsh,2008/09,male,field,South Africa,PR Reiffel,"IJ Gould,RJ Tucker",Bellerive Oval,Australia,1,5
Sri Lanka,Karachi,Pakistan,20-01-2009,385749,BC Broad,Salman Butt,2008/09,male,bat,Sri Lanka,Ahsan Raza,"NJ Llong,Nadeem Ghauri",National Stadium,Pakistan,1,
Sri Lanka,Karachi,Pakistan,21-01-2009,385750,BC Broad,TM Dilshan,2008/09,male,field,Pakistan,,"Asad Rauf,NJ Llong",National Stadium,Sri Lanka,1,129
South Africa,,Australia,23-01-2009,351686,RS Madugalle,JA Morkel,2008/09,male,bat,Australia,BNJ Oxenford,"IJ Gould,RJ Tucker",Sydney Cricket Ground,South Africa,1,
Zimbabwe,Mirpur,Bangladesh,23-01-2009,378759,AG Hurst,Mashrafe Mortaza,2008/09,male,field,Bangladesh,AFM Akhtaruddin,"Enamul Haque,Zameer Haider",Shere Bangla National Stadium,Bangladesh,1,
Sri Lanka,Lahore,Pakistan,24-01-2009,385751,BC Broad,TM Dilshan,2008/09,male,bat,Sri Lanka,Nadeem Ghauri,"Asad Rauf,NJ Llong",Gaddafi Stadium,Sri Lanka,1,234
South Africa,,Australia,26-01-2009,351687,RS Madugalle,AB de Villiers,2008/09,male,bat,Australia,BNJ Oxenford,"IJ Gould,DJ Harper",Adelaide Oval,South Africa,1,
India,,Sri Lanka,28-01-2009,386530,BC Broad,ST Jayasuriya,2008/09,male,field,India,MG Silva,"HDPK Dharmasena,BG Jerling",Rangiri Dambulla International Stadium,India,1,
South Africa,Perth,Australia,30-01-2009,351688,RS Madugalle,HM Amla,2008/09,male,bat,South Africa,PR Reiffel,"IJ Gould,BNJ Oxenford",Western Australia Cricket Association Ground,South Africa,1,39
India,Colombo,Sri Lanka,31-01-2009,386531,BC Broad,I Sharma,2008/09,male,bat,India,HDPK Dharmasena,"BG Jerling,MG Silva",R Premadasa Stadium,India,1,15
New Zealand,Perth,Australia,01-02-2009,351689,RS Mahanama,KD Mills,2008/09,male,bat,Australia,PR Reiffel,"SA Bucknor,BNJ Oxenford",Western Australia Cricket Association Ground,New Zealand,1,
India,Colombo,Sri Lanka,03-02-2009,386532,BC Broad,Yuvraj Singh,2008/09,male,bat,India,HDPK Dharmasena,"BG Jerling,MG Silva",R Premadasa Stadium,India,1,147
England,Jamaica,West Indies,04-02-2009,352661,AG Hurst,JE Taylor,2008/09,male,bat,England,DJ Harper,"AL Hill,RE Koertzen","""Sabina Park",West Indies,1,23
India,Colombo,Sri Lanka,05-02-2009,386533,BC Broad,G Gambhir,2008/09,male,bat,India,MG Silva,"HDPK Dharmasena,BG Jerling",R Premadasa Stadium,India,1,67
New Zealand,,Australia,06-02-2009,351690,RS Mahanama,MJ Clarke,2008/09,male,field,New Zealand,RJ Tucker,"SA Bucknor,PR Reiffel",Melbourne Cricket Ground,New Zealand,1,
India,Colombo,Sri Lanka,08-02-2009,386534,BC Broad,KC Sangakkara,2008/09,male,bat,Sri Lanka,HDPK Dharmasena,"BG Jerling,TH Wijewardene",R Premadasa Stadium,Sri Lanka,1,68
New Zealand,,Australia,08-02-2009,351691,RS Mahanama,BJ Haddin,2008/09,male,field,New Zealand,RJ Tucker,"SA Bucknor,SJA Taufel",Sydney Cricket Ground,Australia,1,32
India,Colombo,Sri Lanka,10-02-2009,386535,BC Broad,YK Pathan,2008/09,male,bat,Sri Lanka,HDPK Dharmasena,"MG Silva,TH Wijewardene",R Premadasa Stadium,India,1,
New Zealand,,Australia,10-02-2009,351692,RS Mahanama,DJ Hussey,2008/09,male,bat,New Zealand,PR Reiffel,"SA Bucknor,SJ Davis",Adelaide Oval,Australia,1,
England,Antigua,West Indies,13-02-2009,352662,AG Hurst,,2008/09,male,field,West Indies,RE Koertzen,"DJ Harper,AL Hill","""Sir Vivian Richards Stadium",,1,
New Zealand,Brisbane,Australia,13-02-2009,351693,RS Mahanama,,2008/09,male,field,New Zealand,BNJ Oxenford,"SA Bucknor,RJ Tucker","""Brisbane Cricket Ground",,1,
New Zealand,,Australia,15-02-2009,351696,RS Mahanama,NW Bracken,2008/09,male,bat,Australia,RJ Tucker,"BNJ Oxenford,PR Reiffel",Sydney Cricket Ground,Australia,1,1
England,Antigua,West Indies,15-02-2009,390680,AG Hurst,RR Sarwan,2008/09,male,field,West Indies,NA Malcolm,"DJ Harper,RE Koertzen","""Antigua Recreation Ground",,1,
Sri Lanka,Karachi,Pakistan,21-02-2009,388993,BC Broad,Younis Khan,2008/09,male,bat,Sri Lanka,Zameer Haider,"SJ Davis,SJA Taufel",National Stadium,,1,
India,Christchurch,New Zealand,25-02-2009,386494,RS Madugalle,BB McCullum,2008/09,male,field,New Zealand,AL Hill,"GAV Baxter,EA Watkin",AMI Stadium,New Zealand,1,
Australia,Johannesburg,South Africa,26-02-2009,350472,JJ Crowe,MG Johnson,2008/09,male,bat,Australia,Asad Rauf,"BF Bowden,SA Bucknor",New Wanderers Stadium,Australia,1,162
England,Barbados,West Indies,26-02-2009,352663,AG Hurst,RR Sarwan,2008/09,male,bat,England,DJ Harper,"Aleem Dar,RB Tiffin","""Kensington Oval",,1,
India,Wellington,New Zealand,27-02-2009,366622,RS Madugalle,BB McCullum,2008/09,male,field,New Zealand,EA Watkin,"GAV Baxter,AL Hill",Westpac Stadium,New Zealand,1,
Sri Lanka,Lahore,Pakistan,01-03-2009,388994,BC Broad,,2008/09,male,field,Pakistan,Nadeem Ghauri,"SJ Davis,SJA Taufel",Gaddafi Stadium,,1,
India,Napier,New Zealand,03-03-2009,366623,RS Madugalle,MS Dhoni,2008/09,male,bat,India,GAV Baxter,"AL Hill,RE Koertzen",McLean Park,India,1,53
Australia,Durban,South Africa,06-03-2009,350473,JJ Crowe,PJ Hughes,2008/09,male,bat,Australia,SA Bucknor,"Asad Rauf,BF Bowden",Kingsmead,Australia,1,175
England,Trinidad,West Indies,06-03-2009,352664,AG Hurst,MJ Prior,2008/09,male,bat,England,Aleem Dar,"DJ Harper,RB Tiffin","""Queen's Park Oval",,1,
India,Wellington,New Zealand,06-03-2009,366626,RS Madugalle,,2008/09,male,bat,India,GAV Baxter,"RE Koertzen,EA Watkin",Westpac Stadium,,1,
India,Christchurch,New Zealand,08-03-2009,366627,RS Madugalle,SR Tendulkar,2008/09,male,field,New Zealand,EA Watkin,"GAV Baxter,RE Koertzen",AMI Stadium,India,1,58
India,Hamilton,New Zealand,11-03-2009,366624,RS Madugalle,V Sehwag,2008/09,male,bat,New Zealand,EA Watkin,"GAV Baxter,RE Koertzen",Seddon Park,India,1,84
India,Auckland,New Zealand,14-03-2009,366625,RS Madugalle,JD Ryder,2008/09,male,bat,India,EA Watkin,"GAV Baxter,RE Koertzen",Eden Park,New Zealand,1,
England,Trinidad,West Indies,15-03-2009,352674,J Srinath,RR Sarwan,2008/09,male,field,West Indies,CE Mack,"CR Duncan,NA Malcolm","""Queen's Park Oval",West Indies,1,
India,Hamilton,New Zealand,18-03-2009,366628,AG Hurst,SR Tendulkar,2008/09,male,field,India,GAV Baxter,"IJ Gould,SJA Taufel",Seddon Park,India,1,
Australia,Cape Town,South Africa,19-03-2009,350474,JJ Crowe,PL Harris,2008/09,male,bat,Australia,BF Bowden,"Asad Rauf,SA Bucknor",Newlands,South Africa,1,20
England,Guyana,West Indies,20-03-2009,352665,J Srinath,PD Collingwood,2008/09,male,bat,England,CE Mack,"Aleem Dar,CR Duncan",Providence Stadium,England,1,1
England,Guyana,West Indies,22-03-2009,352666,J Srinath,S Chanderpaul,2008/09,male,bat,West Indies,CE Mack,"Aleem Dar,CR Duncan",Providence Stadium,West Indies,1,21
India,Napier,New Zealand,26-03-2009,386496,AG Hurst,JD Ryder,2008/09,male,bat,New Zealand,EA Watkin,"BR Doctrove,IJ Gould",McLean Park,,1,
Australia,Johannesburg,South Africa,27-03-2009,350475,JJ Crowe,DJ Hussey,2008/09,male,field,South Africa,BG Jerling,"M Erasmus,RE Koertzen",New Wanderers Stadium,South Africa,1,
England,Barbados,West Indies,27-03-2009,352667,J Srinath,DJ Bravo,2008/09,male,field,West Indies,NA Malcolm,"SA Bucknor,SJ Davis","""Kensington Oval",West Indies,1,
Australia,Centurion,South Africa,29-03-2009,350476,JJ Crowe,RE van der Merwe,2008/09,male,field,Australia,RE Koertzen,"M Erasmus,BG Jerling",SuperSport Park,South Africa,1,17
England,Barbados,West Indies,29-03-2009,352668,J Srinath,AJ Strauss,2008/09,male,field,England,NA Malcolm,"SA Bucknor,SJ Davis","""Kensington Oval",England,1,
Australia,Durban,South Africa,03-04-2009,350477,RS Madugalle,MEK Hussey,2008/09,male,bat,Australia,BG Jerling,"EAR de Silva,RE Koertzen",Kingsmead,Australia,1,141
England,St Lucia,West Indies,03-04-2009,352669,J Srinath,A Flintoff,2008/09,male,field,West Indies,GE Greaves,"SJ Davis,NA Malcolm","""Beausejour Stadium",England,1,26
India,Wellington,New Zealand,03-04-2009,366629,AG Hurst,G Gambhir,2008/09,male,field,New Zealand,AL Hill,"DJ Harper,SJA Taufel",Basin Reserve,,1,
Australia,Centurion,South Africa,05-04-2009,350478,RS Madugalle,WD Parnell,2008/09,male,bat,Australia,RE Koertzen,"EAR de Silva,BG Jerling",SuperSport Park,South Africa,1,
Australia,Cape Town,South Africa,09-04-2009,350479,RS Madugalle,JH Kallis,2008/09,male,bat,South Africa,BG Jerling,"EAR de Silva,RE Koertzen",Newlands,South Africa,1,25
Australia,Port Elizabeth,South Africa,13-04-2009,350480,RS Madugalle,HH Gibbs,2008/09,male,field,Australia,RE Koertzen,"EAR de Silva,BG Jerling",St George's Park,South Africa,1,61
Australia,Johannesburg,South Africa,17-04-2009,350481,RS Madugalle,NM Hauritz,2008/09,male,field,South Africa,BG Jerling,"EAR de Silva,RE Koertzen",New Wanderers Stadium,Australia,1,47
Pakistan,,Australia,22-04-2009,392616,JJ Crowe,Shahid Afridi,2009,male,bat,Australia,Asad Rauf,"BF Bowden,Nadeem Ghauri",Dubai Sports City Cricket Stadium,Pakistan,1,
Pakistan,,Australia,24-04-2009,392617,JJ Crowe,A Symonds,2009,male,bat,Pakistan,Zameer Haider,"Asad Rauf,BF Bowden",Dubai Sports City Cricket Stadium,Australia,1,
Pakistan,Abu Dhabi,Australia,27-04-2009,392618,JJ Crowe,MJ Clarke,2009,male,bat,Australia,Nadeem Ghauri,"Asad Rauf,BF Bowden",Sheikh Zayed Stadium,Australia,1,27
Pakistan,Abu Dhabi,Australia,01-05-2009,392619,JJ Crowe,DE Bollinger,2009,male,bat,Pakistan,Zameer Haider,"Aleem Dar,BF Bowden",Sheikh Zayed Stadium,Australia,1,
Pakistan,Abu Dhabi,Australia,03-05-2009,392620,JJ Crowe,Kamran Akmal,2009,male,bat,Australia,Nadeem Ghauri,"Aleem Dar,BF Bowden",Sheikh Zayed Stadium,Pakistan,1,
West Indies,London,England,06-05-2009,380712,AJ Pycroft,GP Swann,2009,male,field,West Indies,IJ Gould,"SJ Davis,EAR de Silva",Lord's,England,1,
Pakistan,,Australia,07-05-2009,392615,JJ Crowe,"Shahid Afridi,Umar Gul",2009,male,field,Pakistan,Nadeem Ghauri,"Aleem Dar,Zameer Haider",Dubai International Cricket Stadium,Pakistan,1,
West Indies,Chester-le-Street,England,14-05-2009,380713,AJ Pycroft,JM Anderson,2009,male,bat,England,PJ Hartley,"SJ Davis,EAR de Silva",Riverside Ground,England,1,83
West Indies,Bristol,England,24-05-2009,380715,AJ Pycroft,PD Collingwood,2009,male,field,England,IJ Gould,"EAR de Silva,PJ Hartley",County Ground,England,1,
West Indies,Birmingham,England,26-05-2009,380716,AJ Pycroft,MJ Prior,2009,male,field,West Indies,NJ Llong,"SJ Davis,IJ Gould",Edgbaston,England,1,58
India,Nottingham,Bangladesh,06-06-2009,355994,BC Broad,PP Ojha,2009,male,bat,India,NJ Llong,"BF Bowden,SJA Taufel",Trent Bridge,India,1,25
West Indies,London,Australia,06-06-2009,355993,RS Madugalle,CH Gayle,2009,male,bat,Australia,MR Benson,"Aleem Dar,Asad Rauf",Kennington Oval,West Indies,1,
Pakistan,London,England,07-06-2009,355996,RS Madugalle,LJ Wright,2009,male,field,Pakistan,AM Saheba,"BR Doctrove,DJ Harper",Kennington Oval,England,1,48
Sri Lanka,Nottingham,Australia,08-06-2009,355998,BC Broad,KC Sangakkara,2009,male,field,Sri Lanka,NJ Llong,"BF Bowden,IJ Gould",Trent Bridge,Sri Lanka,1,
South Africa,London,New Zealand,09-06-2009,356000,AG Hurst,RE van der Merwe,2009,male,field,New Zealand,AM Saheba,"Asad Rauf,DJ Harper",Lord's,South Africa,1,1
West Indies,Nottingham,Sri Lanka,10-06-2009,356002,BC Broad,ST Jayasuriya,2009,male,field,West Indies,IJ Gould,"BF Bowden,SJA Taufel",Trent Bridge,Sri Lanka,1,15
South Africa,Nottingham,England,11-06-2009,356004,AG Hurst,JH Kallis,2009,male,bat,England,EAR de Silva,"SJ Davis,AL Hill",Trent Bridge,South Africa,1,
Sri Lanka,London,Pakistan,12-06-2009,356005,BC Broad,TM Dilshan,2009,male,bat,Sri Lanka,RJ Tucker,"MR Benson,RE Koertzen",Lord's,Sri Lanka,1,19
West Indies,London,India,12-06-2009,356006,BC Broad,DJ Bravo,2009,male,bat,India,MR Benson,"Aleem Dar,RE Koertzen",Lord's,West Indies,1,
Pakistan,London,New Zealand,13-06-2009,356008,RS Madugalle,Umar Gul,2009,male,bat,New Zealand,RE Koertzen,"MR Benson,RJ Tucker",Kennington Oval,Pakistan,1,
West Indies,London,South Africa,13-06-2009,356007,RS Madugalle,WD Parnell,2009,male,field,West Indies,RJ Tucker,"Aleem Dar,MR Benson",Kennington Oval,South Africa,1,20
India,London,England,14-06-2009,356010,AG Hurst,RJ Sidebottom,2009,male,field,India,M Erasmus,"SJ Davis,EAR de Silva",Lord's,England,1,3
West Indies,London,England,15-06-2009,356011,RS Madugalle,RR Sarwan,2009,male,bat,England,RJ Tucker,"Aleem Dar,RE Koertzen",Kennington Oval,West Indies,1,
South Africa,Nottingham,India,16-06-2009,356014,BC Broad,AB de Villiers,2009,male,bat,South Africa,SJA Taufel,"BF Bowden,IJ Gould",Trent Bridge,South Africa,1,12
Sri Lanka,Nottingham,New Zealand,16-06-2009,356013,BC Broad,BAW Mendis,2009,male,bat,Sri Lanka,NJ Llong,"SJ Davis,SJA Taufel",Trent Bridge,Sri Lanka,1,48
South Africa,Nottingham,Pakistan,18-06-2009,356015,BC Broad,Shahid Afridi,2009,male,bat,Pakistan,SJA Taufel,"BF Bowden,SJ Davis",Trent Bridge,Pakistan,1,7
West Indies,London,Sri Lanka,19-06-2009,356016,AG Hurst,TM Dilshan,2009,male,field,West Indies,DJ Harper,"Aleem Dar,RE Koertzen",Kennington Oval,Sri Lanka,1,57
Sri Lanka,London,Pakistan,21-06-2009,356017,BC Broad,Shahid Afridi,2009,male,bat,Sri Lanka,SJ Davis,"DJ Harper,SJA Taufel",Lord's,Pakistan,1,
India,Jamaica,West Indies,26-06-2009,377313,BC Broad,Yuvraj Singh,2009,male,bat,India,CE Mack,"NJ Llong,NA Malcolm","""Sabina Park",India,1,20
India,Jamaica,West Indies,28-06-2009,377314,BC Broad,R Rampaul,2009,male,bat,India,CE Mack,"NJ Llong,NA Malcolm","""Sabina Park",West Indies,1,
India,St Lucia,West Indies,03-07-2009,377315,BC Broad,MS Dhoni,2009,male,field,India,GE Greaves,"CR Duncan,NJ Llong","""Beausejour Stadium",India,1,
Pakistan,,Sri Lanka,04-07-2009,403367,AG Hurst,HMRKB Herath,2009,male,field,Pakistan,HDPK Dharmasena,"IJ Gould,DJ Harper",Galle International Stadium,Sri Lanka,1,50
India,St Lucia,West Indies,05-07-2009,377316,BC Broad,,2009,male,field,India,GE Greaves,"CR Duncan,NJ Llong","""Beausejour Stadium",,1,
Australia,Cardiff,England,08-07-2009,345970,JJ Crowe,RT Ponting,2009,male,bat,England,RA Kettleborough,"Aleem Dar,BR Doctrove",Sophia Gardens,,1,
Bangladesh,St Vincent,West Indies,09-07-2009,401071,AJ Pycroft,Tamim Iqbal,2009,male,bat,Bangladesh,CR Duncan,"EAR de Silva,AL Hill","""Arnos Vale Ground",Bangladesh,1,95
Pakistan,Colombo,Sri Lanka,12-07-2009,403368,AG Hurst,"Fawad Alam,KMDN Kulasekara",2009,male,bat,Pakistan,HDPK Dharmasena,"DJ Harper,SJA Taufel",P Sara Oval,Sri Lanka,1,
Australia,London,England,16-07-2009,345971,JJ Crowe,A Flintoff,2009,male,bat,England,NJ Llong,"BR Doctrove,RE Koertzen",Lord's,England,1,115
Bangladesh,Grenada,West Indies,17-07-2009,401072,AJ Pycroft,Shakib Al Hasan,2009,male,field,Bangladesh,NA Malcolm,"EAR de Silva,AL Hill","""National Cricket Stadium",Bangladesh,1,
Pakistan,Colombo,Sri Lanka,20-07-2009,403369,AG Hurst,KC Sangakkara,2009,male,field,Sri Lanka,MG Silva,"IJ Gould,SJA Taufel",Sinhalese Sports Club Ground,,1,
Bangladesh,Dominica,West Indies,26-07-2009,401073,RS Mahanama,Abdur Razzak,2009,male,field,West Indies,CR Duncan,"BR Doctrove,AL Hill","""Windsor Park",Bangladesh,1,52
Bangladesh,Dominica,West Indies,28-07-2009,401074,RS Mahanama,Shakib Al Hasan,2009,male,bat,West Indies,NA Malcolm,"BR Doctrove,AL Hill","""Windsor Park",Bangladesh,1,
Australia,Birmingham,England,30-07-2009,345972,JJ Crowe,MJ Clarke,2009,male,bat,Australia,RA Kettleborough,"Aleem Dar,RE Koertzen",Edgbaston,,1,
Pakistan,,Sri Lanka,30-07-2009,403370,AG Hurst,M Muralitharan,2009,male,field,Pakistan,HDPK Dharmasena,"SJ Davis,EAR de Silva",Rangiri Dambulla International Stadium,Sri Lanka,1,36
Bangladesh,St Kitts,West Indies,31-07-2009,401075,RS Mahanama,Mahmudullah,2009,male,bat,West Indies,NA Malcolm,"CR Duncan,AL Hill","""Warner Park",Bangladesh,1,
